,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
130,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,12600,11719,,,0
140,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,13500,11733,,,0
149,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,14400,11779,,,0
153,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,15300,11814,,,0
166,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,16200,11874,,,0
175,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,17100,11878,,,0
183,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,18000,11881,,,0
192,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,18900,11892,,,0
201,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,19800,11903,,,0
210,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,20700,11925,,,0
220,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,21600,11955,,,0
226,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,22500,12021,,,0
238,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,23400,12028,,,0
247,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,24300,12081,,,0
257,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,25200,12131,,,0
263,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,26100,12144,,,0
276,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,27000,12236,,,0
285,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,27900,12304,,,0
292,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,28800,12333,,,0
303,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,29700,12353,,,0
311,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,30600,12370,,,0
318,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,31500,12381,,,0
329,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,32400,12409,,,0
336,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,33300,12417,,,0
346,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,34200,12421,,,0
355,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,35100,12428,,,0
366,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,36000,12431,,,0
372,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,36900,12433,,,0
382,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,37800,12436,,,0
391,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,38700,12444,,,0
401,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,39600,12464,,,0
410,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,40500,12473,,,0
415,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,41400,12473,,,0
425,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,42300,12478,,,0
434,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,mopt,api_misuse_libxml,2024-04-15 22:12:10.321211,2024-04-16 10:22:17.706873,17,43200,12478,,,0
