,git_hash,experiment_filestore,experiment,fuzzer,benchmark,time_started,time_ended,trial_id,time,edges_covered,fuzzer_stats,crash_key,bugs_covered
165,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,16200,12394,,,0
176,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,17100,12410,,,0
180,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,18000,12410,,,0
194,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,18900,12432,,,0
203,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,19800,12439,,,0
211,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,20700,12446,,,0
218,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,21600,12446,,,0
228,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,22500,12454,,,0
240,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,23400,12479,,,0
248,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,24300,12484,,,0
256,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,25200,12488,,,0
267,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,26100,12503,,,0
272,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,27000,12505,,,0
282,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,27900,12509,,,0
294,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,28800,12511,,,0
300,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,29700,12517,,,0
308,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,30600,12523,,,0
319,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,31500,12525,,,0
326,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,32400,12533,,,0
339,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,33300,12534,,,0
344,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,34200,12537,,,0
354,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,35100,12540,,,0
365,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,36000,12540,,,0
371,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,36900,12541,,,0
381,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,37800,12549,,,0
389,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,38700,12553,,,0
397,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,39600,12553,,,0
411,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,40500,12553,,,0
414,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,41400,12553,,,0
427,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,42300,12555,,,0
433,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,aflsmart,api_misuse_libxml,2024-04-15 22:12:10.421939,2024-04-16 10:22:17.706873,14,43200,12555,,,0
7,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,0,8003,,,0
16,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,900,11035,,,0
20,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,1800,11238,,,0
27,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,2700,11238,,,0
40,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,3600,11393,,,0
50,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,4500,11560,,,0
60,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,5400,11620,,,0
68,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,6300,11760,,,0
75,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,7200,11905,,,0
87,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,8100,11951,,,0
94,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,9000,12049,,,0
99,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,9900,12049,,,0
113,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,10800,12067,,,0
121,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,11700,12140,,,0
132,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,12600,12174,,,0
139,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,13500,12240,,,0
144,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,14400,12240,,,0
156,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,15300,12260,,,0
167,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,16200,12269,,,0
172,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,17100,12288,,,0
185,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,18000,12309,,,0
191,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,18900,12312,,,0
204,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,19800,12319,,,0
208,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,20700,12343,,,0
219,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,21600,12348,,,0
229,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,22500,12348,,,0
235,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,23400,12353,,,0
246,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,24300,12354,,,0
253,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,25200,12363,,,0
265,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,26100,12366,,,0
275,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,27000,12371,,,0
283,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,27900,12379,,,0
293,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,28800,12382,,,0
299,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,29700,12383,,,0
309,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,30600,12390,,,0
317,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,31500,12403,,,0
328,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,32400,12403,,,0
335,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,33300,12413,,,0
347,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,34200,12416,,,0
356,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,35100,12421,,,0
363,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,36000,12421,,,0
373,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,36900,12424,,,0
379,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,37800,12426,,,0
388,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,38700,12426,,,0
396,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,39600,12426,,,0
407,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,40500,12426,,,0
417,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,41400,12432,,,0
429,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,42300,12441,,,0
435,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,eclipser,api_misuse_libxml,2024-04-15 22:12:10.412992,2024-04-16 10:22:17.706873,18,43200,12441,,,0
2,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,0,8003,,,0
9,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,900,10795,,,0
18,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,1800,10801,,,0
28,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,2700,10876,,,0
42,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,3600,11056,,,0
51,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,4500,11195,,,0
54,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,5400,11202,,,0
64,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,6300,11251,,,0
77,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,7200,11322,,,0
86,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,8100,11370,,,0
96,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,9000,11394,,,0
104,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,9900,11462,,,0
110,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,10800,11465,,,0
119,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,11700,11588,,,0
128,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,12600,11694,,,0
141,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,13500,11822,,,0
147,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,14400,11878,,,0
154,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,15300,11888,,,0
162,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,16200,11888,,,0
171,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,17100,11888,,,0
181,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,18000,11888,,,0
189,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,18900,11888,,,0
199,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,19800,11888,,,0
207,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,20700,11888,,,0
216,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,21600,11888,,,0
225,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,22500,11888,,,0
234,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,23400,11888,,,0
243,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,24300,11888,,,0
252,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,25200,11888,,,0
262,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,26100,11888,,,0
270,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,27000,11888,,,0
280,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,27900,11888,,,0
288,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,28800,11888,,,0
297,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,29700,11888,,,0
307,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,30600,11888,,,0
315,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,31500,11888,,,0
324,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,32400,11888,,,0
333,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,33300,11888,,,0
343,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,34200,11888,,,0
353,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,35100,11888,,,0
360,b6d7a9c8ffd4106f8929ec527f369228b835fe91,/tmp/experiment-data,d15-04-2024t23-10-41,fairfuzz,api_misuse_libxml,2024-04-15 22:12:10.434969,2024-04-16 10:22:17.706873,16,36000,11888,,,0
